hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,sy_dist
HD 10697,0,Radial Velocity,1999,W. M. Keck Observatory,1076.4,2.16,,,33.1205
HD 10697,0,Radial Velocity,1999,W. M. Keck Observatory,1075.65,2.156,,,33.1205
HD 10697,1,Radial Velocity,1999,W. M. Keck Observatory,1075.379899,2.050268,,,33.1205
HD 107148,0,Radial Velocity,2005,W. M. Keck Observatory,77.181,0.3668,,,49.4156
HD 107148,1,Radial Velocity,2005,W. M. Keck Observatory,48.056,0.269,,,49.4156
HD 107148,1,Radial Velocity,2021,Multiple Observatories,18.3267,0.1407,,,49.4156
HD 108147,0,Radial Velocity,2002,La Silla Observatory,10.901,0.104,,890,38.92
HD 108147,1,Radial Velocity,2002,La Silla Observatory,10.8985,0.102,,,38.92
HD 108236,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.79523,0.0469,1.586,1099,64.5978
HD 108236,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.795963,0.04527,1.615,,64.5978
HD 108236,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.79588997,,1.553,1072,64.5978
HD 108236,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),6.20362189,,2.057,910,64.5978
HD 108236,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),6.2037,0.0651,2.068,932,64.5978
HD 108236,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),6.203449,0.062,2.071,,64.5978
HD 108236,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),14.175685,0.1074,2.539,,64.5978
HD 108236,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),14.17555,0.1131,2.72,708,64.5978
HD 108236,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),14.17589473,,2.623,691,64.5978
HD 108236,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.59015781,,3.003,620,64.5978
HD 108236,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.590025,0.1367,3.083,,64.5978
HD 108236,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.5917,0.14,3.12,636,64.5978
HD 108236,1,Transit,2021,CHaracterising ExOPlanets Satellite (CHEOPS),29.54115,0.1758,2.017,,64.5978
HD 108341,1,Radial Velocity,2014,La Silla Observatory,1129,2,,,48.9102
HD 108863,0,Radial Velocity,2011,W. M. Keck Observatory,443.39999,1.45,,,164.742
HD 108863,0,Radial Velocity,2011,W. M. Keck Observatory,443.4,1.4,,,164.742
HD 108863,1,Radial Velocity,2011,W. M. Keck Observatory,437.7,1.32,,,164.742
HD 108874,0,Radial Velocity,2002,W. M. Keck Observatory,395.8,1.038,,,59.5175
HD 108874,0,Radial Velocity,2002,W. M. Keck Observatory,397.5,1.06,,,59.5175
HD 108874,0,Radial Velocity,2002,W. M. Keck Observatory,394.48,1.053,,,59.5175
HD 108874,0,Radial Velocity,2002,W. M. Keck Observatory,,1.051,,,59.5175
HD 108874,0,Radial Velocity,2002,W. M. Keck Observatory,395.38,1.052,,,59.5175
HD 108874,1,Radial Velocity,2002,W. M. Keck Observatory,394.48123,1.04,,,59.5175
HD 108874,0,Radial Velocity,2002,W. M. Keck Observatory,395.4,1.051,,,59.5175
HD 108874,1,Radial Velocity,2005,W. M. Keck Observatory,1624,2.659,,,59.5175
HD 108874,0,Radial Velocity,2005,W. M. Keck Observatory,1605.8,2.68,,,59.5175
HD 108874,0,Radial Velocity,2005,W. M. Keck Observatory,1743.2,2.83,,,59.5175
HD 108874,0,Radial Velocity,2005,W. M. Keck Observatory,1680,2.77,,,59.5175
HD 108874,0,Radial Velocity,2005,W. M. Keck Observatory,,2.658,,,59.5175
HD 109246,1,Radial Velocity,2010,Haute-Provence Observatory,68.27,0.33,,,67.8349
HD 109246,0,Radial Velocity,2010,Haute-Provence Observatory,68.27,0.33,,,67.8349
HD 109271,1,Radial Velocity,2013,La Silla Observatory,7.8543,0.079,,,55.8716
HD 109271,1,Radial Velocity,2013,La Silla Observatory,30.93,0.196,,,55.8716
HD 109286,1,Radial Velocity,2021,Haute-Provence Observatory,520.1,1.259,,259,55.4156
HD 109749,1,Radial Velocity,2005,W. M. Keck Observatory,5.239891,0.0615,,,63.0821
HD 109749,0,Radial Velocity,2005,W. M. Keck Observatory,5.24,0.06,,,63.0821
HD 109749,0,Radial Velocity,2005,W. M. Keck Observatory,5.24,0.0635,,,63.0821
HD 10975,1,Radial Velocity,2021,Okayama Astrophysical Observatory,283.8,0.95,,,116.506
HD 109833,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.1885056,,2.174,811,79.5561
HD 109833,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),9.188526,,2.888,,79.5561
HD 109833,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),13.900148,,2.59,,79.5561
HD 109833,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),13.90283907,,2.614,757,79.5561
HD 109988,1,Radial Velocity,2022,Multiple Observatories,17132.15854,12.511098,,,42.5279
HD 110014,0,Radial Velocity,2009,La Silla Observatory,,2.12,,,100.758
HD 110014,0,Radial Velocity,2009,La Silla Observatory,936.4,2.5,,,100.758
HD 110014,1,Radial Velocity,2009,La Silla Observatory,835.477,2.14,,,100.758
HD 110082,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.18269818,,3.131,957,105.096
HD 110082,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.18271,0.113,3.2,,105.096
HD 110113,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.53976177,,2.011,1318,106.307
HD 110113,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.541,0.035,2.05,1371,106.307
HD 110113,1,Radial Velocity,2021,La Silla Observatory,6.744,0.068,,990,106.307
HD 110537,1,Radial Velocity,2022,Multiple Observatories,24469.67342,16.589764,,,45.0858
HD 11112,1,Radial Velocity,2022,Multiple Observatories,17244.90764,13.503729,,,44.3804
HD 111232,0,Radial Velocity,2003,La Silla Observatory,1143,1.97,,,28.9571
HD 111232,1,Radial Velocity,2003,La Silla Observatory,1169.132016,2.147271,,,28.9571
HD 111232,0,Radial Velocity,2003,La Silla Observatory,1118,1.9,,,28.9571
HD 111232,0,Radial Velocity,2003,La Silla Observatory,1143,1.97,,,28.9571
HD 111232,1,Radial Velocity,2022,Multiple Observatories,26472.44623,17.205919,,,28.9571
HD 111591,1,Radial Velocity,2017,Multiple Observatories,1056.4,2.5,,,114.166
HD 111998,1,Radial Velocity,2016,La Silla Observatory,825.9,1.82,,,33.2237
HD 112640,1,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,613.2,1.7,,,323.335
HD 113337,0,Radial Velocity,2013,Haute-Provence Observatory,,,,,36.18
HD 113337,0,Radial Velocity,2013,Haute-Provence Observatory,324,0.92,,,36.18
HD 113337,1,Radial Velocity,2013,Haute-Provence Observatory,317.5863857,1.021796,,,36.18
HD 113337,1,Radial Velocity,2022,Multiple Observatories,5429.934773,6.82814,,,36.18
HIP 8541,1,Radial Velocity,2022,Multiple Observatories,228.5373148,0.922152,,,155.121
HD 113538,1,Radial Velocity,2010,La Silla Observatory,663.2,1.24,,,16.2817
HD 113538,0,Radial Velocity,2010,La Silla Observatory,263.3,0.71,,,16.2817
HD 113538,1,Radial Velocity,2010,La Silla Observatory,1818,2.44,,,16.2817
HD 113538,0,Radial Velocity,2010,La Silla Observatory,1657,2.43,,,16.2817
HD 113996,1,Radial Velocity,2017,Bohyunsan Optical Astronomical Observatory,610.2,1.6,,,116.334
HD 114082,1,Radial Velocity,2022,La Silla Observatory,109.75,0.5109,11.209,,95.3906
HD 114386,1,Radial Velocity,2003,La Silla Observatory,937.70001,1.73,,,27.9243
HD 114386,0,Radial Velocity,2003,La Silla Observatory,937.7,1.65,,,27.9243
HD 114613,1,Radial Velocity,2014,Anglo-Australian Telescope,4000,5.34,,,20.2836
HD 114613,0,Radial Velocity,2014,Anglo-Australian Telescope,3827,5.16,,,20.2836
HD 114729,0,Radial Velocity,2002,W. M. Keck Observatory,1114,2.1,,,37.8063
HD 114729,1,Radial Velocity,2002,W. M. Keck Observatory,1121.79,2.067,,,37.8063
HD 114729,0,Radial Velocity,2002,W. M. Keck Observatory,1114,2.11,,,37.8063
HD 114729,0,Radial Velocity,2002,W. M. Keck Observatory,1135,2.08,,,37.8063
HD 114729,0,Radial Velocity,2002,W. M. Keck Observatory,1132.7,2.094,,,37.8063
HD 114783,1,Radial Velocity,2001,W. M. Keck Observatory,493.7,1.16,,,21.0628
HD 114783,0,Radial Velocity,2001,W. M. Keck Observatory,492.56,1.164,,,21.0628
HD 114783,0,Radial Velocity,2001,W. M. Keck Observatory,501,1.2,,,21.0628
HD 114783,0,Radial Velocity,2001,W. M. Keck Observatory,496.9,1.169,,,21.0628
HD 114783,0,Radial Velocity,2018,W. M. Keck Observatory,4340,4.97,,,21.0628
HD 114783,1,Radial Velocity,2018,W. M. Keck Observatory,4319,,,,21.0628
HD 11505,1,Radial Velocity,2022,Multiple Observatories,32669.22247,20.331534,,,38.9679
HD 11506,0,Radial Velocity,2007,W. M. Keck Observatory,1270.2,2.43,,,51.261
HD 11506,0,Radial Velocity,2007,W. M. Keck Observatory,1405,2.48,,,51.261
HD 11506,1,Radial Velocity,2007,W. M. Keck Observatory,1613.740173,2.798425,,,51.261
HD 11506,0,Radial Velocity,2007,W. M. Keck Observatory,1405,2.6,,,51.261
HD 11506,0,Radial Velocity,2007,W. M. Keck Observatory,1627.5,2.708,,,51.261
HD 11506,0,Radial Velocity,2007,W. M. Keck Observatory,1622.1,2.9,,,51.261
HD 11506,0,Radial Velocity,2008,W. M. Keck Observatory,170.455,0.639,,,51.261
HD 11506,1,Radial Velocity,2008,W. M. Keck Observatory,223.9598634,0.749283,,,51.261
HD 11506,0,Radial Velocity,2008,W. M. Keck Observatory,223.41,0.774,,,51.261
HD 11506,0,Radial Velocity,2008,W. M. Keck Observatory,223.6,0.721,,,51.261
HD 11506,1,Radial Velocity,2022,Multiple Observatories,14723.57452,12.245208,,,51.261
HD 115404 A,1,Radial Velocity,2022,Multiple Observatories,10.49487691,0.088127,,,10.9816
HD 115404 A,1,Radial Velocity,2022,Multiple Observatories,15319.22517,11.294908,,,10.9816
HD 115954,1,Radial Velocity,2021,Haute-Provence Observatory,3700,5,,145,87.6437
HD 116029,0,Radial Velocity,2011,W. M. Keck Observatory,670,1.78,,,123.245
HD 116029,1,Radial Velocity,2011,W. M. Keck Observatory,670,1.65,,,123.245
HD 116029,1,Radial Velocity,2018,W. M. Keck Observatory,907,,,,123.245
HD 117207,1,Radial Velocity,2004,W. M. Keck Observatory,2621.75,3.787,,,32.3547
HD 117207,0,Radial Velocity,2004,W. M. Keck Observatory,2627.08,3.78,,,32.3547
HD 117207,0,Radial Velocity,2004,W. M. Keck Observatory,2597,3.74,,,32.3547
HD 117207,0,Radial Velocity,2004,W. M. Keck Observatory,2628,,,,32.3547
HD 117207,0,Radial Velocity,2004,W. M. Keck Observatory,2615,3.744,,,32.3547
HD 117207,0,Radial Velocity,2004,W. M. Keck Observatory,2597,3.79,,,32.3547
HD 11755,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,433.70001,1.09,,,235.045
HD 11755,0,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,433.7,1.08,,,235.045
HD 117618,0,Radial Velocity,2004,Anglo-Australian Telescope,25.827,0.176,,,37.7781
HD 117618,0,Radial Velocity,2004,Anglo-Australian Telescope,25.8,0.17,,,37.7781
HD 117618,1,Radial Velocity,2004,Anglo-Australian Telescope,25.8,0.18,,,37.7781
HD 117618,0,Radial Velocity,2004,Anglo-Australian Telescope,25.827,0.17,,,37.7781
HD 118203,1,Radial Velocity,2005,Haute-Provence Observatory,6.1335,0.07,,,92.2589
HD 118203,0,Radial Velocity,2005,Haute-Provence Observatory,6.1349783,,13.138,1509,92.2589
HD 118203,0,Radial Velocity,2005,Haute-Provence Observatory,6.1335,0.07,,,92.2589
HD 11964,1,Radial Velocity,2005,W. M. Keck Observatory,1945,3.16,,,33.5369
HD 11964,0,Radial Velocity,2005,W. M. Keck Observatory,1935,3.185,,,33.5369
HD 11964,0,Radial Velocity,2005,W. M. Keck Observatory,1956,,,,33.5369
HD 11964,0,Radial Velocity,2005,W. M. Keck Observatory,2110,3.34,,,33.5369
HD 11964,0,Radial Velocity,2008,W. M. Keck Observatory,37.9196,0.2315,,,33.5369
HD 11964,1,Radial Velocity,2008,W. M. Keck Observatory,37.91,0.229,,,33.5369
HD 11977,0,Radial Velocity,2005,La Silla Observatory,621.6,1.89,,,67.9331
HD 11977,1,Radial Velocity,2005,La Silla Observatory,711,1.93,,,67.9331
HD 11977,0,Radial Velocity,2005,La Silla Observatory,,1.89,,,67.9331
HD 120084,0,Radial Velocity,2013,Okayama Astrophysical Observatory,2082,4.3,,,103.044
HD 120084,1,Radial Velocity,2013,Okayama Astrophysical Observatory,2085.10024,4.332646,,,103.044
HD 121504,1,Radial Velocity,2003,La Silla Observatory,63.33,0.33,,,41.6592
HD 121504,0,Radial Velocity,2003,La Silla Observatory,63.33,0.33,,,41.6592
HD 12235,1,Radial Velocity,2022,Multiple Observatories,4.36304899,0.053918,,,31.7627
HD 12235,1,Radial Velocity,2022,Multiple Observatories,36336.70679,22.187701,,,31.7627
HD 122562,1,Radial Velocity,2022,Multiple Observatories,84.96275604,0.406294,,,53.2528
HD 124330,1,Radial Velocity,2021,Haute-Provence Observatory,270.66,0.86,,,60.1977
HD 12484,1,Radial Velocity,2016,Haute-Provence Observatory,58.83,0.297,,,48.3367
HD 125271,1,Radial Velocity,2022,Multiple Observatories,14901.99295,10.780317,,,39.3466
HD 125390,0,Radial Velocity,2019,W. M. Keck Observatory,1756.2,3.16,,,153.647
HD 125390,1,Radial Velocity,2019,W. M. Keck Observatory,1757.391509,3.49516,,,153.647
HD 125595,0,Radial Velocity,2009,La Silla Observatory,9.6737,0.0809,,,28.1989
HD 125595,1,Radial Velocity,2009,La Silla Observatory,9.6737,0.08,,,28.1989
HD 125612,0,Radial Velocity,2007,W. M. Keck Observatory,559.4,1.37,,,57.6207
HD 125612,1,Radial Velocity,2007,W. M. Keck Observatory,557.6999431,1.348279,,,57.6207
HD 125612,0,Radial Velocity,2007,W. M. Keck Observatory,510,1.2,,,57.6207
HD 125612,0,Radial Velocity,2007,W. M. Keck Observatory,557.04,1.372,,,57.6207
HD 125612,0,Radial Velocity,2007,W. M. Keck Observatory,559.40485,1.37,,,57.6207
HD 125612,0,Radial Velocity,2009,La Silla Observatory,4.1547,0.05,,,57.6207
HD 125612,1,Radial Velocity,2009,La Silla Observatory,4.15466389,0.051386,,,57.6207
HD 125612,0,Radial Velocity,2009,La Silla Observatory,4.15514,0.0524,,,57.6207
HD 125612,0,Radial Velocity,2009,La Silla Observatory,3008,4.2,,,57.6207
HD 125612,0,Radial Velocity,2009,La Silla Observatory,2835,4.06,,,57.6207
HD 125612,1,Radial Velocity,2009,La Silla Observatory,2822.726978,3.979432,,,57.6207
HD 12648,0,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,133.6,0.54,,,182.192
HD 12648,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,133.60001,0.54,,,182.192
HD 126525,1,Radial Velocity,2018,La Silla Observatory,960.41,1.837,,,37.6506
HD 12661,0,Radial Velocity,2000,Multiple Observatories,262.53,0.831,,,37.8478
HD 12661,0,Radial Velocity,2000,Multiple Observatories,252.7,0.79,,,37.8478
HD 12661,0,Radial Velocity,2000,Multiple Observatories,262.709,0.831,,,37.8478
HD 12661,0,Radial Velocity,2000,Multiple Observatories,262.709,0.8079,,,37.8478
HD 12661,0,Radial Velocity,2000,Multiple Observatories,262.36,0.824,,,37.8478
HD 12661,1,Radial Velocity,2000,Multiple Observatories,262.70862,0.84,,,37.8478
HD 12661,0,Radial Velocity,2002,Multiple Observatories,1696.7,2.861,,,37.8478
HD 12661,1,Radial Velocity,2002,Multiple Observatories,1708,2.8145,,,37.8478
HD 12661,0,Radial Velocity,2002,Multiple Observatories,1679,2.86,,,37.8478
HD 12661,0,Radial Velocity,2002,Multiple Observatories,1708,2.9,,,37.8478
HD 126614,0,Radial Velocity,2009,W. M. Keck Observatory,1244,2.37,,,73.0961
HD 126614,1,Radial Velocity,2009,W. M. Keck Observatory,1257.253027,2.248182,,,73.0961
HD 126614,0,Radial Velocity,2009,W. M. Keck Observatory,1253.5,2.291,,,73.0961
HD 126614,0,Radial Velocity,2009,W. M. Keck Observatory,1244,2.35,,,73.0961
HD 127506,1,Radial Velocity,2022,Multiple Observatories,65.78395386,0.287149,,,22.5279
HD 128311,0,Radial Velocity,2002,W. M. Keck Observatory,458.6,1.099,,,16.3292
HD 128311,0,Radial Velocity,2002,W. M. Keck Observatory,453.28,1.088,,,16.3292
HD 128311,0,Radial Velocity,2002,W. M. Keck Observatory,422,1.02,,,16.3292
HD 128311,1,Radial Velocity,2002,W. M. Keck Observatory,453.019,1.084,,,16.3292
HD 128311,0,Radial Velocity,2002,W. M. Keck Observatory,454.2,1.086,,,16.3292
HD 128311,0,Radial Velocity,2002,W. M. Keck Observatory,460.1,,,,16.3292
HD 128311,0,Radial Velocity,2005,W. M. Keck Observatory,928.3,1.76,,,16.3292
HD 128311,0,Radial Velocity,2005,W. M. Keck Observatory,917.5,1.742,,,16.3292
HD 128311,1,Radial Velocity,2005,W. M. Keck Observatory,921.538,1.74,,,16.3292
HD 128311,0,Radial Velocity,2005,W. M. Keck Observatory,923.8,1.745,,,16.3292
HD 128311,0,Radial Velocity,2005,W. M. Keck Observatory,910.7,,,,16.3292
HD 128356,1,Radial Velocity,2016,Multiple Observatories,298.2,0.87,,,26.1548
HD 129445,1,Radial Velocity,2009,Las Campanas Observatory,1840,2.9,,,67.4386
HD 130322,0,Radial Velocity,1999,La Silla Observatory,10.72,0.088,,720,31.8766
HD 130322,1,Radial Velocity,1999,La Silla Observatory,10.70871,0.0925,,,31.8766
HD 130322,0,Radial Velocity,1999,La Silla Observatory,10.70867,0.0929,,,31.8766
HD 130322,0,Radial Velocity,1999,La Silla Observatory,10.721,0.09,,,31.8766
HD 130322,0,Radial Velocity,1999,La Silla Observatory,10.7085,0.0896,,,31.8766
HD 131496,1,Radial Velocity,2011,W. M. Keck Observatory,896,2.01,,,131.849
HD 131496,0,Radial Velocity,2011,W. M. Keck Observatory,883,2.11,,,131.849
HD 131496,0,Radial Velocity,2011,W. M. Keck Observatory,883,2.09,,,131.849
HD 13167,1,Radial Velocity,2018,W. M. Keck Observatory,2613,4.1,,,148.934
HD 13189,0,Radial Velocity,2005,Thueringer Landessternwarte Tautenburg,471.6,1.85,,,497.823
HD 13189,1,Radial Velocity,2005,Thueringer Landessternwarte Tautenburg,471.60001,1.25,,,497.823
HD 132406,0,Radial Velocity,2007,Haute-Provence Observatory,974,1.98,,,70.7832
HD 132406,1,Radial Velocity,2007,Haute-Provence Observatory,974,1.98,,,70.7832
HD 132563,1,Radial Velocity,2011,Roque de los Muchachos Observatory,1544,2.62,,,105.155
HD 133131 A,1,Radial Velocity,2016,Las Campanas Observatory,649,1.44,,,51.4736
HD 133131 A,1,Radial Velocity,2016,Las Campanas Observatory,3568,4.49,,,51.4736
HD 133131 B,1,Radial Velocity,2016,Las Campanas Observatory,5769,6.15,,,51.2993
HD 134060,1,Radial Velocity,2019,La Silla Observatory,3.2696,0.0444,,,24.0125
HD 134060,1,Radial Velocity,2019,La Silla Observatory,1291.5646,2.3928,,,24.0125
HD 134987,0,Radial Velocity,1999,W. M. Keck Observatory,258.19,0.81,,,26.1804
HD 134987,1,Radial Velocity,1999,W. M. Keck Observatory,258.17999,0.81,,,26.1804
HD 134987,0,Radial Velocity,1999,W. M. Keck Observatory,258.251,0.818,,,26.1804
HD 134987,0,Radial Velocity,1999,W. M. Keck Observatory,258.31,0.82,,,26.1804
HD 134987,0,Radial Velocity,1999,W. M. Keck Observatory,264.6,0.82,,,26.1804
HD 134987,0,Radial Velocity,2009,Multiple Observatories,5960,6.62,,,26.1804
HD 134987,1,Radial Velocity,2009,Multiple Observatories,5000,5.8,,,26.1804
HD 135872,1,Radial Velocity,2022,Multiple Observatories,2422.325967,4.183784,,,82.4251
HD 136118,1,Radial Velocity,2022,Multiple Observatories,1187.597653,2.325263,,,51.4359
HD 136352,0,Radial Velocity,2019,La Silla Observatory,11.57779,0.0969,1.482,911,14.682
HD 136352,0,Radial Velocity,2019,La Silla Observatory,11.5824,0.0934,,,14.682
HD 136352,1,Radial Velocity,2019,La Silla Observatory,11.57797,0.0964,1.664,905,14.682
HD 136352,0,Radial Velocity,2019,La Silla Observatory,,,1.828,647,14.682
HD 136352,0,Radial Velocity,2019,La Silla Observatory,27.5821,0.1666,,,14.682
HD 136352,0,Radial Velocity,2019,La Silla Observatory,27.59223458,,2.579,298,14.682
HD 136352,1,Radial Velocity,2019,La Silla Observatory,27.59221,0.1721,2.916,677,14.682
HD 136352,0,Radial Velocity,2019,La Silla Observatory,27.5909,0.1729,2.608,682,14.682
HD 136352,1,Radial Velocity,2019,La Silla Observatory,107.245,0.425,2.562,431,14.682
HD 136352,0,Radial Velocity,2019,La Silla Observatory,107.63,0.4285,,433,14.682
HD 136352,0,Radial Velocity,2019,La Silla Observatory,107.5983,0.4128,,,14.682
HD 136418,1,Radial Velocity,2009,W. M. Keck Observatory,464.29999,1.29,,,105.168
HD 136418,0,Radial Velocity,2009,W. M. Keck Observatory,464.3,1.32,,,105.168
HD 136925,1,Radial Velocity,2021,Multiple Observatories,4540,5.13,,,47.874
HD 13724,1,Radial Velocity,2022,Multiple Observatories,142.2289459,0.534309,,,43.465
HD 137388,0,Radial Velocity,2011,La Silla Observatory,330,0.89,,,40.4841
HD 137388,1,Radial Velocity,2011,La Silla Observatory,330,0.89,,,40.4841
HD 137496,1,Transit,2021,K2,1.62116,0.02732,1.31,2130,155.317
HD 137496,1,Radial Velocity,2021,Multiple Observatories,479.9,1.2163,,370,155.317
HD 13808,1,Radial Velocity,2021,La Silla Observatory,14.1815,0.10519,,,28.2305
HD 13808,1,Radial Velocity,2021,La Silla Observatory,53.753,0.2554,,,28.2305
HD 13908,1,Radial Velocity,2013,Haute-Provence Observatory,19.382,0.154,,,79.5515
HD 13908,1,Radial Velocity,2013,Haute-Provence Observatory,931,2.03,,,79.5515
HD 13931,0,Radial Velocity,2009,W. M. Keck Observatory,4460,,,,47.3963
HD 13931,0,Radial Velocity,2009,W. M. Keck Observatory,4218,5.15,,,47.3963
HD 13931,0,Radial Velocity,2009,W. M. Keck Observatory,4449,5.323,,,47.3963
HD 13931,1,Radial Velocity,2009,W. M. Keck Observatory,4218,5.15,,,47.3963
HD 139357,0,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,1125.7,2.36,,,112.09
HD 139357,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,1124.791393,2.948979,,,112.09
HD 1397,0,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),11.5366,0.1003,11.467,1519,79.5702
HD 1397,0,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),11.535076,,12.216,,79.5702
HD 1397,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),11.53533,0.1097,11.5,1228,79.5702
HD 1397,0,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),11.53508,,,,79.5702
HD 14067,0,Radial Velocity,2014,Okayama Astrophysical Observatory,1455,3.4,,,142.024
HD 14067,1,Radial Velocity,2014,Okayama Astrophysical Observatory,2721.234792,5.250541,,,142.024
HD 14067,0,Radial Velocity,2014,Okayama Astrophysical Observatory,2850,5.3,,,142.024
HD 140901,1,Radial Velocity,2022,Multiple Observatories,9.02377598,0.084501,,,15.2528
HD 140901,1,Radial Velocity,2022,Multiple Observatories,7417.505472,7.343138,,,15.2528
HD 141004,1,Radial Velocity,2021,Multiple Observatories,15.5083,0.1238,,,11.8148
HD 141399,1,Radial Velocity,2014,Multiple Observatories,94.44,0.415,,,37.0169
HD 141399,0,Radial Velocity,2014,Multiple Observatories,94.35,0.4225,,,37.0169
HD 141399,0,Radial Velocity,2014,Multiple Observatories,94.375,0.4176,,,37.0169
HD 141399,0,Radial Velocity,2014,Multiple Observatories,202.08,0.7023,,,37.0169
HD 141399,0,Radial Velocity,2014,Multiple Observatories,201.776,0.693,,,37.0169
HD 141399,1,Radial Velocity,2014,Multiple Observatories,201.99,0.689,,,37.0169
